clip_id,action,camera_angle,limb_used,participant_id,notes
kicking/160.mp4,kicking,,,,
kicking/161.mp4,kicking,,,,
kicking/162.mp4,kicking,,,,
kicking/163.mp4,kicking,,,,
kicking/164.mp4,kicking,,,,
kicking/165.mp4,kicking,,,,
kicking/166.mp4,kicking,,,,
kicking/167.mp4,kicking,,,,
kicking/168.mp4,kicking,,,,
kicking/169.mp4,kicking,,,,
kicking/170.mp4,kicking,,,,
kicking/171.mp4,kicking,,,,
kicking/172.mp4,kicking,,,,
kicking/173.mp4,kicking,,,,
kicking/174.mp4,kicking,,,,
kicking/175.mp4,kicking,,,,
kicking/176.mp4,kicking,,,,
kicking/177.mp4,kicking,,,,
kicking/178.mp4,kicking,,,,
kicking/179.mp4,kicking,,,,
kicking/180.mp4,kicking,,,,
kicking/181.mp4,kicking,,,,
kicking/182.mp4,kicking,,,,
kicking/183.mp4,kicking,,,,
kicking/184.mp4,kicking,,,,
kicking/185.mp4,kicking,,,,
kicking/186.mp4,kicking,,,,
kicking/187.mp4,kicking,,,,
kicking/188.mp4,kicking,,,,
kicking/189.mp4,kicking,,,,
kicking/190.mp4,kicking,,,,
kicking/191.mp4,kicking,,,,
kicking/192.mp4,kicking,,,,
kicking/193.mp4,kicking,,,,
kicking/194.mp4,kicking,,,,
kicking/195.mp4,kicking,,,,
kicking/196.mp4,kicking,,,,
kicking/197.mp4,kicking,,,,
kicking/198.mp4,kicking,,,,
kicking/199.mp4,kicking,,,,
kicking/200.mp4,kicking,,,,
kicking/201.mp4,kicking,,,,
kicking/202.mp4,kicking,,,,
kicking/203.mp4,kicking,,,,
kicking/204.mp4,kicking,,,,
kicking/205.mp4,kicking,,,,
kicking/206.mp4,kicking,,,,
kicking/207.mp4,kicking,,,,
kicking/208.mp4,kicking,,,,
kicking/209.mp4,kicking,,,,
kicking/210.mp4,kicking,,,,
kicking/211.mp4,kicking,,,,
kicking/Potrait/potrait_01.mp4,kicking,,,,
kicking/Potrait/potrait_02.mp4,kicking,,,,
kicking/Potrait/potrait_03.mp4,kicking,,,,
kicking/Potrait/potrait_04.mp4,kicking,,,,
kicking/Potrait/potrait_05.mp4,kicking,,,,
kicking/Potrait/potrait_06.mp4,kicking,,,,
kicking/Potrait/potrait_07.mp4,kicking,,,,
kicking/Potrait/potrait_08.mp4,kicking,,,,
kicking/Potrait/potrait_09.mp4,kicking,,,,
kicking/Potrait/potrait_10.mp4,kicking,,,,
kicking/Potrait/potrait_11.mp4,kicking,,,,
kicking/Potrait/potrait_12.mp4,kicking,,,,
kicking/Potrait/potrait_13.mp4,kicking,,,,
kicking/Potrait/potrait_14.mp4,kicking,,,,
kicking/Potrait/potrait_15.mp4,kicking,,,,
kicking/Potrait/potrait_16.mp4,kicking,,,,
kicking/Potrait/potrait_17.mp4,kicking,,,,
kicking/Potrait/potrait_18.mp4,kicking,,,,
kicking/Potrait/potrait_19.mp4,kicking,,,,
kicking/Potrait/potrait_20.mp4,kicking,,,,
kicking/Potrait/potrait_21.mp4,kicking,,,,
kicking/Potrait/potrait_22.mp4,kicking,,,,
kicking/Potrait/potrait_23.mp4,kicking,,,,
kicking/Potrait/potrait_24.mp4,kicking,,,,
kicking/Potrait/potrait_25.mp4,kicking,,,,
kicking/Potrait/potrait_26.mp4,kicking,,,,
kicking/Potrait/potrait_27.mp4,kicking,,,,
kicking/Potrait/potrait_28.mp4,kicking,,,,
kicking/Potrait/potrait_29.mp4,kicking,,,,
kicking/Potrait/potrait_30.mp4,kicking,,,,
kicking/Potrait/potrait_31.mp4,kicking,,,,
kicking/Potrait/potrait_32.mp4,kicking,,,,
punching/1.mp4,punching,,,,
punching/2.mp4,punching,,,,
punching/3.mp4,punching,,,,
punching/4.mp4,punching,,,,
punching/5.mp4,punching,,,,
punching/6.mp4,punching,,,,
punching/7.mp4,punching,,,,
punching/8.mp4,punching,,,,
punching/9.mp4,punching,,,,
punching/10.mp4,punching,,,,
punching/11.mp4,punching,,,,
punching/12.mp4,punching,,,,
punching/13.mp4,punching,,,,
punching/14.mp4,punching,,,,
punching/15.mp4,punching,,,,
punching/16.mp4,punching,,,,
punching/17.mp4,punching,,,,
punching/18.mp4,punching,,,,
punching/19.mp4,punching,,,,
punching/20.mp4,punching,,,,
punching/21.mp4,punching,,,,
punching/22.mp4,punching,,,,
punching/23.mp4,punching,,,,
punching/24.mp4,punching,,,,
punching/25.mp4,punching,,,,
punching/26.mp4,punching,,,,
punching/27.mp4,punching,,,,
punching/28.mp4,punching,,,,
punching/29.mp4,punching,,,,
punching/30.mp4,punching,,,,
punching/31.mp4,punching,,,,
punching/32.mp4,punching,,,,
punching/33.mp4,punching,,,,
punching/34.mp4,punching,,,,
punching/35.mp4,punching,,,,
punching/36.mp4,punching,,,,
punching/37.mp4,punching,,,,
punching/38.mp4,punching,,,,
punching/39.mp4,punching,,,,
punching/40.mp4,punching,,,,
punching/41.mp4,punching,,,,
punching/42.mp4,punching,,,,
punching/43.mp4,punching,,,,
punching/44.mp4,punching,,,,
punching/45.mp4,punching,,,,
punching/46.mp4,punching,,,,
punching/47.mp4,punching,,,,
punching/48.mp4,punching,,,,
punching/49.mp4,punching,,,,
punching/50.mp4,punching,,,,
punching/51.mp4,punching,,,,
punching/52.mp4,punching,,,,
punching/53.mp4,punching,,,,
punching/54.mp4,punching,,,,
punching/55.mp4,punching,,,,
punching/56.mp4,punching,,,,
punching/57.mp4,punching,,,,
punching/58.mp4,punching,,,,
punching/59.mp4,punching,,,,
punching/60.mp4,punching,,,,
punching/61.mp4,punching,,,,
punching/62.mp4,punching,,,,
punching/63.mp4,punching,,,,
punching/64.mp4,punching,,,,
punching/65.mp4,punching,,,,
punching/66.mp4,punching,,,,
punching/67.mp4,punching,,,,
punching/68.mp4,punching,,,,
punching/69.mp4,punching,,,,
punching/70.mp4,punching,,,,
punching/71.mp4,punching,,,,
punching/72.mp4,punching,,,,
punching/73.mp4,punching,,,,
punching/74.mp4,punching,,,,
punching/75.mp4,punching,,,,
punching/76.mp4,punching,,,,
punching/77.mp4,punching,,,,
punching/78.mp4,punching,,,,
punching/79.mp4,punching,,,,
punching/80.mp4,punching,,,,
punching/81.mp4,punching,,,,
punching/82.mp4,punching,,,,
punching/83.mp4,punching,,,,
punching/84.mp4,punching,,,,
punching/85.mp4,punching,,,,
punching/86.mp4,punching,,,,
punching/87.mp4,punching,,,,
punching/88.mp4,punching,,,,
punching/89.mp4,punching,,,,
punching/90.mp4,punching,,,,
punching/91.mp4,punching,,,,
punching/92.mp4,punching,,,,
punching/93.mp4,punching,,,,
punching/94.mp4,punching,,,,
punching/95.mp4,punching,,,,
punching/96.mp4,punching,,,,
punching/97.mp4,punching,,,,
punching/98.mp4,punching,,,,
punching/99.mp4,punching,,,,
punching/100.mp4,punching,,,,
punching/101.mp4,punching,,,,
punching/102.mp4,punching,,,,
punching/103.mp4,punching,,,,
punching/104.mp4,punching,,,,
punching/105.mp4,punching,,,,
punching/106.mp4,punching,,,,
punching/107.mp4,punching,,,,
punching/108.mp4,punching,,,,
punching/109.mp4,punching,,,,
punching/110.mp4,punching,,,,
punching/111.mp4,punching,,,,
punching/112.mp4,punching,,,,
punching/113.mp4,punching,,,,
punching/114.mp4,punching,,,,
punching/115.mp4,punching,,,,
punching/116.mp4,punching,,,,
punching/117.mp4,punching,,,,
punching/118.mp4,punching,,,,
punching/119.mp4,punching,,,,
punching/120.mp4,punching,,,,
punching/121.mp4,punching,,,,
punching/122.mp4,punching,,,,
punching/123.mp4,punching,,,,
punching/124.mp4,punching,,,,
punching/125.mp4,punching,,,,
punching/126.mp4,punching,,,,
punching/127.mp4,punching,,,,
punching/128.mp4,punching,,,,
punching/129.mp4,punching,,,,
punching/130.mp4,punching,,,,
punching/131.mp4,punching,,,,
punching/132.mp4,punching,,,,
punching/133.mp4,punching,,,,
punching/134.mp4,punching,,,,
punching/135.mp4,punching,,,,
punching/136.mp4,punching,,,,
punching/137.mp4,punching,,,,
punching/138.mp4,punching,,,,
punching/139.mp4,punching,,,,
punching/140.mp4,punching,,,,
punching/141.mp4,punching,,,,
punching/142.mp4,punching,,,,
punching/143.mp4,punching,,,,
punching/144.mp4,punching,,,,
punching/145.mp4,punching,,,,
punching/146.mp4,punching,,,,
punching/147.mp4,punching,,,,
punching/148.mp4,punching,,,,
punching/149.mp4,punching,,,,
punching/150.mp4,punching,,,,
punching/151.mp4,punching,,,,
punching/152.mp4,punching,,,,
punching/153.mp4,punching,,,,
punching/154.mp4,punching,,,,
punching/155.mp4,punching,,,,
punching/156.mp4,punching,,,,
punching/157.mp4,punching,,,,
punching/158.mp4,punching,,,,
punching/159.mp4,punching,,,,
punching/160.mp4,punching,,,,
punching/161.mp4,punching,,,,
punching/162.mp4,punching,,,,
punching/163.mp4,punching,,,,
punching/164.mp4,punching,,,,
punching/165.mp4,punching,,,,
punching/166.mp4,punching,,,,
punching/167.mp4,punching,,,,
punching/168.mp4,punching,,,,
punching/169.mp4,punching,,,,
punching/170.mp4,punching,,,,
punching/171.mp4,punching,,,,
punching/172.mp4,punching,,,,
punching/173.mp4,punching,,,,
punching/174.mp4,punching,,,,
punching/175.mp4,punching,,,,
punching/176.mp4,punching,,,,
punching/177.mp4,punching,,,,
punching/178.mp4,punching,,,,
punching/179.mp4,punching,,,,
punching/180.mp4,punching,,,,
punching/181.mp4,punching,,,,
punching/182.mp4,punching,,,,
punching/183.mp4,punching,,,,
punching/184.mp4,punching,,,,
punching/185.mp4,punching,,,,
punching/186.mp4,punching,,,,
punching/187.mp4,punching,,,,
punching/188.mp4,punching,,,,
punching/189.mp4,punching,,,,
punching/190.mp4,punching,,,,
punching/191.mp4,punching,,,,
punching/192.mp4,punching,,,,
punching/193.mp4,punching,,,,
punching/194.mp4,punching,,,,
punching/195.mp4,punching,,,,
punching/196.mp4,punching,,,,
punching/197.mp4,punching,,,,
punching/198.mp4,punching,,,,
punching/199.mp4,punching,,,,
punching/200.mp4,punching,,,,
punching/201.mp4,punching,,,,
punching/202.mp4,punching,,,,
punching/203.mp4,punching,,,,
punching/204.mp4,punching,,,,
punching/205.mp4,punching,,,,
punching/206.mp4,punching,,,,
punching/207.mp4,punching,,,,
punching/208.mp4,punching,,,,
punching/209.mp4,punching,,,,
punching/210.mp4,punching,,,,
punching/211.mp4,punching,,,,
punching/212.mp4,punching,,,,
punching/213.mp4,punching,,,,
punching/214.mp4,punching,,,,
punching/215.mp4,punching,,,,
punching/216.mp4,punching,,,,
punching/217.mp4,punching,,,,
punching/218.mp4,punching,,,,
punching/219.mp4,punching,,,,
punching/220.mp4,punching,,,,
punching/221.mp4,punching,,,,
punching/Potrait/potrait_01.mp4,punching,,,,
punching/Potrait/potrait_02.mp4,punching,,,,
punching/Potrait/potrait_03.mp4,punching,,,,
punching/Potrait/potrait_04.mp4,punching,,,,
punching/Potrait/potrait_05.mp4,punching,,,,
punching/Potrait/potrait_06.mp4,punching,,,,
punching/Potrait/potrait_07.mp4,punching,,,,
punching/Potrait/potrait_08.mp4,punching,,,,
punching/Potrait/potrait_09.mp4,punching,,,,
punching/Potrait/potrait_10.mp4,punching,,,,
punching/Potrait/potrait_11.mp4,punching,,,,
punching/Potrait/potrait_12.mp4,punching,,,,
punching/Potrait/potrait_13.mp4,punching,,,,
punching/Potrait/potrait_14.mp4,punching,,,,
punching/Potrait/potrait_15.mp4,punching,,,,
punching/Potrait/potrait_16.mp4,punching,,,,
punching/Potrait/potrait_17.mp4,punching,,,,
punching/Potrait/potrait_18.mp4,punching,,,,
punching/Potrait/potrait_19.mp4,punching,,,,
punching/Potrait/potrait_20.mp4,punching,,,,
punching/Potrait/potrait_21.mp4,punching,,,,
punching/Potrait/potrait_22.mp4,punching,,,,
punching/Potrait/potrait_23.mp4,punching,,,,
punching/Potrait/potrait_24.mp4,punching,,,,
punching/Potrait/potrait_25.mp4,punching,,,,
punching/Potrait/potrait_26.mp4,punching,,,,
punching/Potrait/potrait_27.mp4,punching,,,,
punching/Potrait/potrait_28.mp4,punching,,,,
punching/Potrait/potrait_29.mp4,punching,,,,
shooting/1.mp4,shooting,,,,
shooting/2.mp4,shooting,,,,
shooting/3.mp4,shooting,,,,
shooting/4.mp4,shooting,,,,
shooting/5.mp4,shooting,,,,
shooting/6.mp4,shooting,,,,
shooting/7.mp4,shooting,,,,
shooting/8.mp4,shooting,,,,
shooting/9.mp4,shooting,,,,
shooting/10.mp4,shooting,,,,
shooting/11.mp4,shooting,,,,
shooting/12.mp4,shooting,,,,
shooting/13.mp4,shooting,,,,
shooting/14.mp4,shooting,,,,
shooting/15.mp4,shooting,,,,
shooting/16.mp4,shooting,,,,
shooting/17.mp4,shooting,,,,
shooting/18.mp4,shooting,,,,
shooting/19.mp4,shooting,,,,
shooting/20.mp4,shooting,,,,
shooting/21.mp4,shooting,,,,
shooting/22.mp4,shooting,,,,
shooting/23.mp4,shooting,,,,
shooting/24.mp4,shooting,,,,
shooting/25.mp4,shooting,,,,
shooting/26.mp4,shooting,,,,
shooting/27.mp4,shooting,,,,
shooting/28.mp4,shooting,,,,
shooting/29.mp4,shooting,,,,
shooting/30.mp4,shooting,,,,
shooting/31.mp4,shooting,,,,
shooting/32.mp4,shooting,,,,
shooting/33.mp4,shooting,,,,
shooting/34.mp4,shooting,,,,
shooting/35.mp4,shooting,,,,
shooting/36.mp4,shooting,,,,
shooting/37.mp4,shooting,,,,
shooting/38.mp4,shooting,,,,
shooting/39.mp4,shooting,,,,
shooting/40.mp4,shooting,,,,
shooting/41.mp4,shooting,,,,
shooting/42.mp4,shooting,,,,
shooting/43.mp4,shooting,,,,
shooting/44.mp4,shooting,,,,
shooting/45.mp4,shooting,,,,
shooting/46.mp4,shooting,,,,
shooting/47.mp4,shooting,,,,
shooting/48.mp4,shooting,,,,
shooting/49.mp4,shooting,,,,
shooting/50.mp4,shooting,,,,
shooting/51.mp4,shooting,,,,
shooting/52.mp4,shooting,,,,
shooting/53.mp4,shooting,,,,
shooting/54.mp4,shooting,,,,
shooting/55.mp4,shooting,,,,
shooting/56.mp4,shooting,,,,
shooting/57.mp4,shooting,,,,
shooting/58.mp4,shooting,,,,
shooting/59.mp4,shooting,,,,
shooting/60.mp4,shooting,,,,
shooting/61.mp4,shooting,,,,
shooting/62.mp4,shooting,,,,
shooting/63.mp4,shooting,,,,
shooting/64.mp4,shooting,,,,
shooting/65.mp4,shooting,,,,
shooting/66.mp4,shooting,,,,
shooting/67.mp4,shooting,,,,
shooting/68.mp4,shooting,,,,
shooting/69.mp4,shooting,,,,
shooting/70.mp4,shooting,,,,
shooting/71.mp4,shooting,,,,
shooting/72.mp4,shooting,,,,
shooting/73.mp4,shooting,,,,
shooting/74.mp4,shooting,,,,
shooting/75.mp4,shooting,,,,
shooting/76.mp4,shooting,,,,
shooting/77.mp4,shooting,,,,
shooting/78.mp4,shooting,,,,
shooting/79.mp4,shooting,,,,
shooting/80.mp4,shooting,,,,
shooting/81.mp4,shooting,,,,
shooting/82.mp4,shooting,,,,
shooting/83.mp4,shooting,,,,
shooting/84.mp4,shooting,,,,
shooting/85.mp4,shooting,,,,
shooting/86.mp4,shooting,,,,
shooting/87.mp4,shooting,,,,
shooting/88.mp4,shooting,,,,
shooting/89.mp4,shooting,,,,
shooting/90.mp4,shooting,,,,
shooting/91.mp4,shooting,,,,
shooting/92.mp4,shooting,,,,
shooting/93.mp4,shooting,,,,
shooting/94.mp4,shooting,,,,
shooting/95.mp4,shooting,,,,
shooting/96.mp4,shooting,,,,
shooting/97.mp4,shooting,,,,
shooting/98.mp4,shooting,,,,
shooting/99.mp4,shooting,,,,
shooting/100.mp4,shooting,,,,
shooting/101.mp4,shooting,,,,
shooting/102.mp4,shooting,,,,
shooting/103.mp4,shooting,,,,
shooting/104.mp4,shooting,,,,
shooting/105.mp4,shooting,,,,
shooting/106.mp4,shooting,,,,
shooting/107.mp4,shooting,,,,
shooting/108.mp4,shooting,,,,
shooting/109.mp4,shooting,,,,
shooting/110.mp4,shooting,,,,
shooting/111.mp4,shooting,,,,
shooting/112.mp4,shooting,,,,
shooting/113.mp4,shooting,,,,
shooting/114.mp4,shooting,,,,
shooting/115.mp4,shooting,,,,
shooting/116.mp4,shooting,,,,
shooting/117.mp4,shooting,,,,
shooting/118.mp4,shooting,,,,
shooting/119.mp4,shooting,,,,
shooting/120.mp4,shooting,,,,
shooting/121.mp4,shooting,,,,
shooting/122.mp4,shooting,,,,
shooting/123.mp4,shooting,,,,
shooting/124.mp4,shooting,,,,
shooting/125.mp4,shooting,,,,
shooting/126.mp4,shooting,,,,
shooting/127.mp4,shooting,,,,
shooting/128.mp4,shooting,,,,
shooting/129.mp4,shooting,,,,
shooting/130.mp4,shooting,,,,
shooting/131.mp4,shooting,,,,
shooting/132.mp4,shooting,,,,
shooting/133.mp4,shooting,,,,
shooting/134.mp4,shooting,,,,
shooting/135.mp4,shooting,,,,
shooting/136.mp4,shooting,,,,
shooting/137.mp4,shooting,,,,
shooting/138.mp4,shooting,,,,
shooting/139.mp4,shooting,,,,
shooting/140.mp4,shooting,,,,
shooting/141.mp4,shooting,,,,
shooting/142.mp4,shooting,,,,
shooting/143.mp4,shooting,,,,
shooting/144.mp4,shooting,,,,
shooting/145.mp4,shooting,,,,
shooting/146.mp4,shooting,,,,
shooting/147.mp4,shooting,,,,
shooting/148.mp4,shooting,,,,
shooting/149.mp4,shooting,,,,
shooting/150.mp4,shooting,,,,
shooting/151.mp4,shooting,,,,
shooting/152.mp4,shooting,,,,
shooting/153.mp4,shooting,,,,
shooting/154.mp4,shooting,,,,
shooting/155.mp4,shooting,,,,
shooting/156.mp4,shooting,,,,
shooting/157.mp4,shooting,,,,
shooting/158.mp4,shooting,,,,
shooting/159.mp4,shooting,,,,
shooting/160.mp4,shooting,,,,
shooting/161.mp4,shooting,,,,
shooting/162.mp4,shooting,,,,
shooting/163.mp4,shooting,,,,
shooting/164.mp4,shooting,,,,
shooting/165.mp4,shooting,,,,
shooting/166.mp4,shooting,,,,
shooting/167.mp4,shooting,,,,
shooting/168.mp4,shooting,,,,
shooting/169.mp4,shooting,,,,
shooting/170.mp4,shooting,,,,
shooting/171.mp4,shooting,,,,
shooting/172.mp4,shooting,,,,
shooting/173.mp4,shooting,,,,
shooting/174.mp4,shooting,,,,
shooting/175.mp4,shooting,,,,
shooting/176.mp4,shooting,,,,
shooting/177.mp4,shooting,,,,
shooting/178.mp4,shooting,,,,
shooting/179.mp4,shooting,,,,
shooting/180.mp4,shooting,,,,
shooting/181.mp4,shooting,,,,
shooting/182.mp4,shooting,,,,
shooting/183.mp4,shooting,,,,
shooting/184.mp4,shooting,,,,
shooting/185.mp4,shooting,,,,
shooting/186.mp4,shooting,,,,
shooting/187.mp4,shooting,,,,
shooting/188.mp4,shooting,,,,
shooting/189.mp4,shooting,,,,
shooting/190.mp4,shooting,,,,
shooting/191.mp4,shooting,,,,
shooting/192.mp4,shooting,,,,
shooting/193.mp4,shooting,,,,
shooting/194.mp4,shooting,,,,
shooting/195.mp4,shooting,,,,
shooting/196.mp4,shooting,,,,
shooting/197.mp4,shooting,,,,
shooting/198.mp4,shooting,,,,
shooting/199.mp4,shooting,,,,
shooting/200.mp4,shooting,,,,
shooting/201.mp4,shooting,,,,
shooting/202.mp4,shooting,,,,
shooting/203.mp4,shooting,,,,
shooting/204.mp4,shooting,,,,
shooting/205.mp4,shooting,,,,
shooting/206.mp4,shooting,,,,
shooting/207.mp4,shooting,,,,
shooting/208.mp4,shooting,,,,
shooting/209.mp4,shooting,,,,
shooting/210.mp4,shooting,,,,
shooting/211.mp4,shooting,,,,
shooting/212.mp4,shooting,,,,
shooting/213.mp4,shooting,,,,
shooting/Portrait_clips/potrait_01.mp4,shooting,,,,
shooting/Portrait_clips/potrait_02.mp4,shooting,,,,
shooting/Portrait_clips/potrait_03.mp4,shooting,,,,
shooting/Portrait_clips/potrait_04.mp4,shooting,,,,
shooting/Portrait_clips/potrait_05.mp4,shooting,,,,
shooting/Portrait_clips/potrait_06.mp4,shooting,,,,
shooting/Portrait_clips/potrait_07.mp4,shooting,,,,
shooting/Portrait_clips/potrait_08.mp4,shooting,,,,
shooting/Portrait_clips/potrait_09.mp4,shooting,,,,
shooting/Portrait_clips/potrait_10.mp4,shooting,,,,
shooting/Portrait_clips/potrait_11.mp4,shooting,,,,
shooting/Portrait_clips/potrait_12.mp4,shooting,,,,
shooting/Portrait_clips/potrait_13.mp4,shooting,,,,
shooting/Portrait_clips/potrait_14.mp4,shooting,,,,
shooting/Portrait_clips/potrait_15.mp4,shooting,,,,
shooting/Portrait_clips/potrait_16.mp4,shooting,,,,
shooting/Portrait_clips/potrait_17.mp4,shooting,,,,
shooting/Portrait_clips/potrait_18.mp4,shooting,,,,
shooting/Portrait_clips/potrait_19.mp4,shooting,,,,
shooting/Portrait_clips/potrait_20.mp4,shooting,,,,
shooting/Portrait_clips/potrait_21.mp4,shooting,,,,
shooting/Portrait_clips/potrait_22.mp4,shooting,,,,
shooting/Portrait_clips/potrait_23.mp4,shooting,,,,
shooting/Portrait_clips/potrait_24.mp4,shooting,,,,
shooting/Portrait_clips/potrait_25.mp4,shooting,,,,
shooting/Portrait_clips/potrait_26.mp4,shooting,,,,
shooting/Portrait_clips/potrait_27.mp4,shooting,,,,
