clip_id,action,camera_angle,participant_id
punching/175.mp4,punching,side_left,6
punching/176.mp4,punching,side_left,6
punching/177.mp4,punching,front,6
punching/178.mp4,punching,side_right,6
punching/179.mp4,punching,side_left,6
punching/180.mp4,punching,side_right,6
punching/181.mp4,punching,side_left,6
punching/182.mp4,punching,side_left,6
punching/183.mp4,punching,side_left,6
punching/184.mp4,punching,side_right,6
punching/185.mp4,punching,side_left,6
punching/186.mp4,punching,side_left,1
punching/187.mp4,punching,side_left,1
punching/188.mp4,punching,front,1
punching/189.mp4,punching,side_left,1
punching/190.mp4,punching,front,1
punching/191.mp4,punching,front,1
punching/192.mp4,punching,front,1
punching/193.mp4,punching,side_left,1
punching/194.mp4,punching,side_left,1
punching/195.mp4,punching,side_right,1
punching/196.mp4,punching,front,1
punching/197.mp4,punching,side_right,1
punching/198.mp4,punching,side_right,1
punching/199.mp4,punching,side_right,1
punching/200.mp4,punching,side_right,1
punching/201.mp4,punching,side_right,1
punching/202.mp4,punching,side_right,5
punching/203.mp4,punching,front,5
punching/204.mp4,punching,front,5
punching/205.mp4,punching,side_right,5
punching/206.mp4,punching,side_left,5
punching/207.mp4,punching,front,5
punching/208.mp4,punching,front,5
punching/209.mp4,punching,side_left,4
punching/210.mp4,punching,side_left,4
punching/211.mp4,punching,front,4
punching/212.mp4,punching,side_right,4
punching/213.mp4,punching,side_right,5
punching/214.mp4,punching,front,4
punching/215.mp4,punching,side_left,5
punching/216.mp4,punching,front,4
punching/217.mp4,punching,front,5
punching/218.mp4,punching,side_left,5
punching/219.mp4,punching,side_right,5
punching/220.mp4,punching,side_right,4
punching/221.mp4,punching,side_left,5
shooting/1.mp4,shooting,side_right,9
shooting/2.mp4,shooting,front,9
shooting/3.mp4,shooting,side_left,9
shooting/4.mp4,shooting,side_right,9
shooting/5.mp4,shooting,front,9
shooting/6.mp4,shooting,side_left,9
shooting/7.mp4,shooting,side_right,9
shooting/8.mp4,shooting,front,9
shooting/9.mp4,shooting,side_left,9
shooting/10.mp4,shooting,side_left,9
shooting/11.mp4,shooting,side_left,9
shooting/12.mp4,shooting,front,9
shooting/13.mp4,shooting,side_left,9
shooting/14.mp4,shooting,side_right,9
shooting/15.mp4,shooting,side_right,9
shooting/16.mp4,shooting,front,9
shooting/17.mp4,shooting,side_left,9
shooting/18.mp4,shooting,side_right,9
shooting/19.mp4,shooting,front,9
shooting/20.mp4,shooting,side_left,9
shooting/21.mp4,shooting,side_right,9
shooting/22.mp4,shooting,front,9
shooting/23.mp4,shooting,side_left,9
shooting/24.mp4,shooting,side_right,9
shooting/25.mp4,shooting,side_right,9
shooting/26.mp4,shooting,side_left,9
shooting/27.mp4,shooting,front,1
shooting/28.mp4,shooting,front,1
shooting/29.mp4,shooting,front,1
shooting/30.mp4,shooting,side_right,1
shooting/31.mp4,shooting,side_right,1
shooting/32.mp4,shooting,side_right,1
shooting/33.mp4,shooting,side_right,1
shooting/34.mp4,shooting,side_right,1
shooting/35.mp4,shooting,side_left,1
shooting/36.mp4,shooting,side_left,1
shooting/37.mp4,shooting,side_left,1
shooting/38.mp4,shooting,side_left,1
shooting/39.mp4,shooting,front,1
shooting/40.mp4,shooting,front,1
shooting/41.mp4,shooting,front,1
shooting/42.mp4,shooting,front,1
shooting/43.mp4,shooting,front,1
shooting/44.mp4,shooting,side_right,5
shooting/45.mp4,shooting,side_left,5
shooting/46.mp4,shooting,side_left,5
shooting/47.mp4,shooting,side_left,5
shooting/48.mp4,shooting,front,2
shooting/49.mp4,shooting,side_left,2
shooting/50.mp4,shooting,side_left,2
shooting/51.mp4,shooting,front,2
shooting/52.mp4,shooting,front,2
shooting/53.mp4,shooting,side_right,2
shooting/54.mp4,shooting,front,2
shooting/55.mp4,shooting,side_left,2
shooting/56.mp4,shooting,side_left,2
shooting/57.mp4,shooting,front,2
shooting/58.mp4,shooting,side_right,2
shooting/59.mp4,shooting,side_right,2
shooting/60.mp4,shooting,front,2
shooting/61.mp4,shooting,front,3
shooting/62.mp4,shooting,side_left,3
shooting/63.mp4,shooting,side_left,3
shooting/64.mp4,shooting,side_left,3
shooting/65.mp4,shooting,side_right,3
shooting/66.mp4,shooting,side_right,3
shooting/67.mp4,shooting,front,3
shooting/68.mp4,shooting,side_left,3
shooting/69.mp4,shooting,side_left,3
shooting/70.mp4,shooting,side_left,3
shooting/71.mp4,shooting,side_right,3
shooting/72.mp4,shooting,side_right,3
shooting/73.mp4,shooting,side_right,3
shooting/74.mp4,shooting,side_right,5
shooting/75.mp4,shooting,side_right,4
shooting/76.mp4,shooting,front,4
shooting/77.mp4,shooting,side_left,4
shooting/78.mp4,shooting,front,5
shooting/79.mp4,shooting,front,5
shooting/80.mp4,shooting,side_right,5
shooting/81.mp4,shooting,side_left,4
shooting/82.mp4,shooting,side_left,4
shooting/83.mp4,shooting,side_left,4
shooting/84.mp4,shooting,front,4
shooting/85.mp4,shooting,side_left,5
shooting/86.mp4,shooting,side_right,4
shooting/87.mp4,shooting,side_left,4
shooting/88.mp4,shooting,side_left,4
shooting/89.mp4,shooting,side_right,5
shooting/90.mp4,shooting,side_left,4
shooting/91.mp4,shooting,front,4
shooting/92.mp4,shooting,side_right,5
shooting/93.mp4,shooting,front,4
shooting/94.mp4,shooting,side_right,4
shooting/95.mp4,shooting,front,5
shooting/96.mp4,shooting,side_left,5
shooting/97.mp4,shooting,side_left,5
shooting/98.mp4,shooting,side_left,5
shooting/99.mp4,shooting,front,5
shooting/100.mp4,shooting,side_right,8
shooting/101.mp4,shooting,side_right,8
shooting/102.mp4,shooting,side_right,8
shooting/103.mp4,shooting,side_right,8
shooting/104.mp4,shooting,side_right,8
shooting/105.mp4,shooting,side_right,8
shooting/106.mp4,shooting,side_right,8
shooting/108.mp4,shooting,front,8
shooting/109.mp4,shooting,front,8
shooting/110.mp4,shooting,front,8
shooting/111.mp4,shooting,front,8
shooting/112.mp4,shooting,side_left,8
shooting/113.mp4,shooting,side_left,8
shooting/114.mp4,shooting,side_left,8
shooting/115.mp4,shooting,side_left,8
shooting/116.mp4,shooting,side_left,8
shooting/117.mp4,shooting,front,8
shooting/118.mp4,shooting,side_left,8
shooting/119.mp4,shooting,side_right,8
shooting/120.mp4,shooting,side_left,8
shooting/121.mp4,shooting,side_right,8
shooting/122.mp4,shooting,front,8
shooting/123.mp4,shooting,side_left,8
shooting/124.mp4,shooting,side_right,8
shooting/125.mp4,shooting,side_right,8
shooting/126.mp4,shooting,side_left,8
shooting/127.mp4,shooting,side_right,8
shooting/128.mp4,shooting,side_right,8
shooting/129.mp4,shooting,front,8
shooting/130.mp4,shooting,side_left,8
shooting/131.mp4,shooting,front,8
shooting/132.mp4,shooting,side_right,8
shooting/133.mp4,shooting,front,8
shooting/134.mp4,shooting,front,8
shooting/135.mp4,shooting,side_left,8
shooting/136.mp4,shooting,front,8
shooting/137.mp4,shooting,side_right,7
shooting/138.mp4,shooting,side_left,7
shooting/139.mp4,shooting,side_right,7
shooting/140.mp4,shooting,side_left,7
shooting/141.mp4,shooting,side_right,7
shooting/142.mp4,shooting,side_right,7
shooting/143.mp4,shooting,side_left,7
shooting/144.mp4,shooting,side_right,7
shooting/145.mp4,shooting,front,7
shooting/146.mp4,shooting,front,7
shooting/147.mp4,shooting,side_left,7
shooting/148.mp4,shooting,side_right,7
shooting/149.mp4,shooting,side_right,7
shooting/150.mp4,shooting,side_left,7
shooting/151.mp4,shooting,front,7
shooting/152.mp4,shooting,side_left,7
shooting/153.mp4,shooting,front,7
shooting/154.mp4,shooting,side_left,7
shooting/155.mp4,shooting,side_left,7
shooting/156.mp4,shooting,front,7
shooting/157.mp4,shooting,front,7
shooting/158.mp4,shooting,side_right,7
shooting/159.mp4,shooting,side_right,7
shooting/160.mp4,shooting,side_left,7
shooting/161.mp4,shooting,side_left,7
shooting/162.mp4,shooting,side_right,7
shooting/163.mp4,shooting,front,7
shooting/164.mp4,shooting,front,7
shooting/165.mp4,shooting,side_right,7
shooting/166.mp4,shooting,front,7
shooting/167.mp4,shooting,side_left,7
shooting/168.mp4,shooting,front,7
shooting/169.mp4,shooting,front,7
shooting/170.mp4,shooting,side_right,6
shooting/171.mp4,shooting,side_left,6
shooting/172.mp4,shooting,side_right,6
shooting/173.mp4,shooting,front,6
shooting/174.mp4,shooting,side_left,6
shooting/175.mp4,shooting,side_right,6
shooting/176.mp4,shooting,side_left,6
shooting/177.mp4,shooting,front,6
shooting/178.mp4,shooting,side_left,6
shooting/179.mp4,shooting,side_right,6
shooting/180.mp4,shooting,side_right,6
shooting/181.mp4,shooting,side_right,6
shooting/182.mp4,shooting,side_right,6
shooting/183.mp4,shooting,side_right,6
shooting/184.mp4,shooting,side_left,6
shooting/185.mp4,shooting,side_left,6
shooting/186.mp4,shooting,front,6
shooting/187.mp4,shooting,front,6
shooting/188.mp4,shooting,side_left,6
shooting/189.mp4,shooting,side_right,6
shooting/190.mp4,shooting,front,6
shooting/191.mp4,shooting,front,6
shooting/192.mp4,shooting,side_left,6
shooting/193.mp4,shooting,side_right,6
shooting/194.mp4,shooting,side_right,6
shooting/195.mp4,shooting,front,6
shooting/196.mp4,shooting,side_left,6
shooting/197.mp4,shooting,side_right,6
shooting/198.mp4,shooting,front,6
shooting/199.mp4,shooting,front,6
shooting/200.mp4,shooting,front,6
shooting/201.mp4,shooting,side_right,6
shooting/202.mp4,shooting,side_left,6
shooting/203.mp4,shooting,side_left,6
shooting/204.mp4,shooting,front,6
shooting/205.mp4,shooting,front,5
shooting/206.mp4,shooting,side_right,5
shooting/207.mp4,shooting,side_right,5
shooting/208.mp4,shooting,side_left,5
shooting/209.mp4,shooting,side_left,5
shooting/210.mp4,shooting,front,5
shooting/211.mp4,shooting,front,5
shooting/212.mp4,shooting,side_right,5
shooting/213.mp4,shooting,side_right,5
